country,lvl1,lvl2,lvl3
Peru,Junín,Concepción,Mito
Peru,Junín,Concepción,Nueve de Julio
Peru,Junín,Concepción,Orcotuna
Peru,Junín,Concepción,San José de Quero
Peru,Junín,Concepción,Santa Rosa de Ocopa
Peru,Junín,Chanchamayo,Chanchamayo
Peru,Junín,Chanchamayo,Perene
Peru,Junín,Chanchamayo,Pichanaqui
Peru,Junín,Chanchamayo,San Luis de Shuaro
Peru,Junín,Chanchamayo,San Ramón
Peru,Junín,Chanchamayo,Vitoc
Peru,Junín,Jauja,Jauja
Peru,Junín,Jauja,Acolla
Peru,Junín,Jauja,Apata
Peru,Junín,Jauja,Ataura
Peru,Junín,Jauja,Canchayllo
Peru,Junín,Jauja,Curicaca
Peru,Junín,Jauja,El Mantaro
Peru,Junín,Jauja,Huamali
Peru,Junín,Jauja,Huaripampa
Peru,Junín,Jauja,Huertas
Peru,Junín,Jauja,Janjaillo
Peru,Junín,Jauja,Julcán
Peru,Junín,Jauja,Leonor Ordóñez
Peru,Junín,Jauja,Llocllapampa
Peru,Junín,Jauja,Marco
Peru,Junín,Jauja,Masma
Peru,Junín,Jauja,Masma Chicche
Peru,Junín,Jauja,Molinos
Peru,Junín,Jauja,Monobamba
Peru,Junín,Jauja,Muqui
Peru,Junín,Jauja,Muquiyauyo
Peru,Junín,Jauja,Paca
Peru,Junín,Jauja,Paccha
Peru,Junín,Jauja,Pancan
Peru,Junín,Jauja,Parco
Peru,Junín,Jauja,Pomacancha
Peru,Junín,Jauja,Ricran
Peru,Junín,Jauja,San Lorenzo
Peru,Junín,Jauja,San Pedro de Chunan
Peru,Junín,Jauja,Sausa
Peru,Junín,Jauja,Sincos
Peru,Junín,Jauja,Tunan Marca
Peru,Junín,Jauja,Yauli
Peru,Junín,Jauja,Yauyos
Peru,Junín,Junín,Junin
Peru,Junín,Junín,Carhuamayo
Peru,Junín,Junín,Ondores
Peru,Junín,Junín,Ulcumayo
Peru,Junín,Satipo,Satipo
Peru,Junín,Satipo,Coviriali
Peru,Junín,Satipo,Llaylla
Peru,Junín,Satipo,Mazamari
Peru,Junín,Satipo,Pampa Hermosa
Peru,Junín,Satipo,Pangoa
Peru,Junín,Satipo,Río Negro
Peru,Junín,Satipo,Río Tambo
Peru,Junín,Satipo,Vizcatan del Ene
Peru,Junín,Tarma,Tarma
Peru,Junín,Tarma,Acobamba
Peru,Junín,Tarma,Huaricolca
Peru,Junín,Tarma,Huasahuasi
Peru,Junín,Tarma,La Unión
Peru,Junín,Tarma,Palca
Peru,Junín,Tarma,Palcamayo
Peru,Junín,Tarma,San Pedro de Cajas
Peru,Junín,Tarma,Tapo
Peru,Junín,Yauli,La Oroya
Peru,Junín,Yauli,Chacapalpa
Peru,Junín,Yauli,Huay-Huay
Peru,Junín,Yauli,Marcapomacocha
Peru,Junín,Yauli,Morococha
Peru,Junín,Yauli,Paccha
Peru,Junín,Yauli,Santa Bárbara de Carhuacayan
Peru,Junín,Yauli,Santa Rosa de Sacco
Peru,Junín,Yauli,Suitucancha
Peru,Junín,Yauli,Yauli
Peru,Junín,Chupaca,Chupaca
Peru,Junín,Chupaca,Ahuac
Peru,Junín,Chupaca,Chongos Bajo
Peru,Junín,Chupaca,Huachac
Peru,Junín,Chupaca,Huamancaca Chico
Peru,Junín,Chupaca,San Juan de Iscos
Peru,Junín,Chupaca,San Juan de Jarpa
Peru,Junín,Chupaca,Tres de Diciembre
Peru,Junín,Chupaca,Yanacancha
Peru,La Libertad,Trujillo,Trujillo
Peru,La Libertad,Trujillo,El Porvenir
Peru,La Libertad,Trujillo,Florencia de Mora
Peru,La Libertad,Trujillo,Huanchaco
Peru,La Libertad,Trujillo,La Esperanza
Peru,La Libertad,Trujillo,Laredo
Peru,La Libertad,Trujillo,Moche
Peru,La Libertad,Trujillo,Poroto
Peru,La Libertad,Trujillo,Salaverry
Peru,La Libertad,Trujillo,Simbal
Peru,La Libertad,Trujillo,Victor Larco Herrera
Peru,La Libertad,Ascope,Ascope
Peru,La Libertad,Ascope,Chicama
Peru,La Libertad,Ascope,Chocope
Peru,La Libertad,Ascope,Magdalena de Cao
Peru,La Libertad,Ascope,Paijan
Peru,La Libertad,Ascope,Rázuri
Peru,La Libertad,Ascope,Santiago de Cao
Peru,La Libertad,Ascope,Casa Grande
Peru,La Libertad,Bolívar,Bolívar
Peru,La Libertad,Bolívar,Bambamarca
Peru,La Libertad,Bolívar,Condormarca
Peru,La Libertad,Bolívar,Longotea
Peru,La Libertad,Bolívar,Uchumarca
Peru,La Libertad,Bolívar,Ucuncha
Peru,La Libertad,Chepén,Chepen
Peru,La Libertad,Chepén,Pacanga
Peru,La Libertad,Chepén,Pueblo Nuevo
Peru,La Libertad,Julcán,Julcan
Peru,La Libertad,Julcán,Calamarca
Peru,La Libertad,Julcán,Carabamba
Peru,La Libertad,Julcán,Huaso
Peru,La Libertad,Otuzco,Otuzco
Peru,La Libertad,Otuzco,Agallpampa
Peru,La Libertad,Otuzco,Charat
Peru,La Libertad,Otuzco,Huaranchal
Peru,La Libertad,Otuzco,La Cuesta
Peru,La Libertad,Otuzco,Mache
Peru,La Libertad,Otuzco,Paranday
Peru,La Libertad,Otuzco,Salpo
Peru,La Libertad,Otuzco,Sinsicap
Peru,La Libertad,Otuzco,Usquil
Peru,La Libertad,Pacasmayo,San Pedro de Lloc
Peru,La Libertad,Pacasmayo,Guadalupe
Peru,La Libertad,Pacasmayo,Jequetepeque
Peru,La Libertad,Pacasmayo,Pacasmayo
Peru,La Libertad,Pacasmayo,San José
Peru,La Libertad,Pataz,Tayabamba
Peru,La Libertad,Pataz,Buldibuyo
Peru,La Libertad,Pataz,Chillia
Peru,La Libertad,Pataz,Huancaspata
Peru,La Libertad,Pataz,Huaylillas
Peru,La Libertad,Pataz,Huayo
Peru,La Libertad,Pataz,Ongon
Peru,La Libertad,Pataz,Parcoy
Peru,La Libertad,Pataz,Pataz
Peru,La Libertad,Pataz,Pias
Peru,La Libertad,Pataz,Santiago de Challas
Peru,La Libertad,Pataz,Taurija
Peru,La Libertad,Pataz,Urpay
Peru,La Libertad,Sánchez Carrión,Huamachuco
Peru,La Libertad,Sánchez Carrión,Chugay
Peru,La Libertad,Sánchez Carrión,Cochorco
Peru,La Libertad,Sánchez Carrión,Curgos
Peru,La Libertad,Sánchez Carrión,Marcabal
Peru,La Libertad,Sánchez Carrión,Sanagoran
Peru,La Libertad,Sánchez Carrión,Sarin
Peru,La Libertad,Sánchez Carrión,Sartimbamba
Peru,La Libertad,Santiago de Chuco,Santiago de Chuco
Peru,La Libertad,Santiago de Chuco,Angasmarca
Peru,La Libertad,Santiago de Chuco,Cachicadan
Peru,La Libertad,Santiago de Chuco,Mollebamba
Peru,La Libertad,Santiago de Chuco,Mollepata
Peru,La Libertad,Santiago de Chuco,Quiruvilca
Peru,La Libertad,Santiago de Chuco,Santa Cruz de Chuca
Peru,La Libertad,Santiago de Chuco,Sitabamba
Peru,La Libertad,Gran Chimú,Cascas
Peru,La Libertad,Gran Chimú,Lucma
Peru,La Libertad,Gran Chimú,Marmot
Peru,La Libertad,Gran Chimú,Sayapullo
Peru,La Libertad,Virú,Viru
Peru,La Libertad,Virú,Chao
Peru,La Libertad,Virú,Guadalupito
Peru,Lambayeque,Chiclayo,Chiclayo
Peru,Lambayeque,Chiclayo,Chongoyape
Peru,Lambayeque,Chiclayo,Eten
Peru,Lambayeque,Chiclayo,Eten Puerto
Peru,Lambayeque,Chiclayo,José Leonardo Ortiz
Peru,Lambayeque,Chiclayo,La Victoria
Peru,Lambayeque,Chiclayo,Lagunas
Peru,Lambayeque,Chiclayo,Monsefu
Peru,Lambayeque,Chiclayo,Nueva Arica
Peru,Lambayeque,Chiclayo,Oyotun
Peru,Lambayeque,Chiclayo,Picsi
Peru,Lambayeque,Chiclayo,Pimentel
Peru,Lambayeque,Chiclayo,Reque
Peru,Lambayeque,Chiclayo,Santa Rosa
Peru,Lambayeque,Chiclayo,Saña
Peru,Lambayeque,Chiclayo,Cayalti
Peru,Lambayeque,Chiclayo,Patapo
Peru,Lambayeque,Chiclayo,Pomalca
Peru,Lambayeque,Chiclayo,Pucala
Peru,Lambayeque,Chiclayo,Tuman
Peru,Lambayeque,Ferreñafe,Ferreñafe
Peru,Lambayeque,Ferreñafe,Cañaris
Peru,Lambayeque,Ferreñafe,Incahuasi
Peru,Lambayeque,Ferreñafe,Manuel Antonio Mesones Muro
Peru,Lambayeque,Ferreñafe,Pitipo
Peru,Lambayeque,Ferreñafe,Pueblo Nuevo
Peru,Lambayeque,Lambayeque,Lambayeque
Peru,Lambayeque,Lambayeque,Chochope
Peru,Lambayeque,Lambayeque,Illimo
Peru,Lambayeque,Lambayeque,Jayanca
Peru,Lambayeque,Lambayeque,Mochumi
Peru,Lambayeque,Lambayeque,Morrope
Peru,Lambayeque,Lambayeque,Motupe
Peru,Lambayeque,Lambayeque,Olmos
Peru,Lambayeque,Lambayeque,Pacora
Peru,Lambayeque,Lambayeque,Salas
Peru,Lambayeque,Lambayeque,San José
Peru,Lambayeque,Lambayeque,Tucume
Peru,Lima,Lima,Lima
Peru,Lima,Lima,Ancón
Peru,Lima,Lima,Ate
Peru,Lima,Lima,Barranco
Peru,Lima,Lima,Breña
Peru,Lima,Lima,Carabayllo
Peru,Lima,Lima,Chaclacayo
Peru,Lima,Lima,Chorrillos
Peru,Lima,Lima,Cieneguilla
Peru,Lima,Lima,Comas
Peru,Lima,Lima,El Agustino
Peru,Lima,Lima,Independencia
Peru,Lima,Lima,Jesús María
Peru,Lima,Lima,La Molina
Peru,Lima,Lima,La Victoria
Peru,Lima,Lima,Lince
Peru,Lima,Lima,Los Olivos
Peru,Lima,Lima,Lurigancho
Peru,Lima,Lima,Lurin
Peru,Lima,Lima,Magdalena del Mar
Peru,Lima,Lima,Pueblo Libre
Peru,Lima,Lima,Miraflores
Peru,Lima,Lima,Pachacamac
Peru,Lima,Lima,Pucusana
Peru,Lima,Lima,Puente Piedra
Peru,Lima,Lima,Punta Hermosa
Peru,Lima,Lima,Punta Negra
Peru,Lima,Lima,Rímac
Peru,Lima,Lima,San Bartolo
Peru,Lima,Lima,San Borja
Peru,Lima,Lima,San Isidro
Peru,Lima,Lima,San Juan de Lurigancho
Peru,Lima,Lima,San Juan de Miraflores
Peru,Lima,Lima,San Luis
Peru,Lima,Lima,San Martín de Porres
Peru,Lima,Lima,San Miguel
Peru,Lima,Lima,Santa Anita
Peru,Lima,Lima,Santa María del Mar
Peru,Lima,Lima,Santa Rosa
Peru,Lima,Lima,Santiago de Surco
Peru,Lima,Lima,Surquillo
Peru,Lima,Lima,Villa El Salvador
Peru,Lima,Lima,Villa María del Triunfo
Peru,Lima,Barranca,Barranca
Peru,Lima,Barranca,Paramonga
Peru,Lima,Barranca,Pativilca
Peru,Lima,Barranca,Supe
Peru,Lima,Barranca,Supe Puerto
Peru,Lima,Cajatambo,Cajatambo
Peru,Lima,Cajatambo,Copa
Peru,Lima,Cajatambo,Gorgor
Peru,Lima,Cajatambo,Huancapon
Peru,Lima,Cajatambo,Manas
Peru,Lima,Canta,Canta
Peru,Lima,Canta,Arahuay
Peru,Lima,Canta,Huamantanga
Peru,Lima,Canta,Huaros
Peru,Lima,Canta,Lachaqui
Peru,Lima,Canta,San Buenaventura
Peru,Lima,Canta,Santa Rosa de Quives
Peru,Lima,Cañete,San Vicente de Cañete
Peru,Lima,Cañete,Asia
Peru,Lima,Cañete,Calango
Peru,Lima,Cañete,Cerro Azul
Peru,Lima,Cañete,Chilca
Peru,Lima,Cañete,Coayllo
Peru,Lima,Cañete,Imperial
Peru,Lima,Cañete,Lunahuana
Peru,Lima,Cañete,Mala
Peru,Lima,Cañete,Nuevo Imperial
Peru,Lima,Cañete,Pacaran
Peru,Lima,Cañete,Quilmana
Peru,Lima,Cañete,San Antonio
Peru,Lima,Cañete,San Luis
Peru,Lima,Cañete,Santa Cruz de Flores
Peru,Lima,Cañete,Zúñiga
Peru,Lima,Huaral,Huaral
Peru,Lima,Huaral,Atavillos Alto
Peru,Lima,Huaral,Atavillos Bajo
Peru,Lima,Huaral,Aucallama
Peru,Lima,Huaral,Chancay
Peru,Lima,Huaral,Ihuari
Peru,Lima,Huaral,Lampian
Peru,Lima,Huaral,Pacaraos
Peru,Lima,Huaral,San Miguel de Acos
Peru,Lima,Huaral,Santa Cruz de Andamarca
Peru,Lima,Huaral,Sumbilca
Peru,Lima,Huaral,Veintisiete de Noviembre
Peru,Lima,Huarochirí,Matucana
Peru,Lima,Huarochirí,Antioquia
Peru,Lima,Huarochirí,Callahuanca
Peru,Lima,Huarochirí,Carampoma
Peru,Lima,Huarochirí,Chicla
Peru,Lima,Huarochirí,Cuenca
Peru,Lima,Huarochirí,Huachupampa
Peru,Lima,Huarochirí,Huanza
Peru,Lima,Huarochirí,Huarochiri
Peru,Lima,Huarochirí,Lahuaytambo
Peru,Lima,Huarochirí,Langa
Peru,Lima,Huarochirí,Laraos
Peru,Lima,Huarochirí,Mariatana
Peru,Lima,Huarochirí,Ricardo Palma
Peru,Lima,Huarochirí,San Andrés de Tupicocha
Peru,Lima,Huarochirí,San Antonio
Peru,Lima,Huarochirí,San Bartolomé
Peru,Lima,Huarochirí,San Damian
Peru,Lima,Huarochirí,San Juan de Iris
Peru,Lima,Huarochirí,San Juan de Tantaranche
Peru,Lima,Huarochirí,San Lorenzo de Quinti
Peru,Lima,Huarochirí,San Mateo
Peru,Lima,Huarochirí,San Mateo de Otao
Peru,Lima,Huarochirí,San Pedro de Casta
Peru,Lima,Huarochirí,San Pedro de Huancayre
Peru,Lima,Huarochirí,Sangallaya
Peru,Lima,Huarochirí,Santa Cruz de Cocachacra
Peru,Lima,Huarochirí,Santa Eulalia
Peru,Lima,Huarochirí,Santiago de Anchucaya
Peru,Lima,Huarochirí,Santiago de Tuna
Peru,Lima,Huarochirí,Santo Domingo de Los Olleros
Peru,Lima,Huarochirí,Surco
Peru,Lima,Huaura,Huacho
Peru,Lima,Huaura,Ambar
Peru,Lima,Huaura,Caleta de Carquin
Peru,Lima,Huaura,Checras
Peru,Lima,Huaura,Hualmay
Peru,Lima,Huaura,Huaura
Peru,Lima,Huaura,Leoncio Prado
Peru,Lima,Huaura,Paccho
Peru,Lima,Huaura,Santa Leonor
Peru,Lima,Huaura,Santa María
Peru,Lima,Huaura,Sayan
Peru,Lima,Huaura,Vegueta
Peru,Lima,Oyón,Oyon
Peru,Lima,Oyón,Andajes
Peru,Lima,Oyón,Caujul
Peru,Lima,Oyón,Cochamarca
Peru,Lima,Oyón,Navan
Peru,Lima,Oyón,Pachangara
Peru,Lima,Yauyos,Yauyos
Peru,Lima,Yauyos,Alis
Peru,Lima,Yauyos,Allauca
Peru,Lima,Yauyos,Ayaviri
Peru,Lima,Yauyos,Azángaro
Peru,Lima,Yauyos,Cacra
Peru,Lima,Yauyos,Carania
Peru,Lima,Yauyos,Catahuasi
Peru,Lima,Yauyos,Chocos
Peru,Lima,Yauyos,Cochas
Peru,Lima,Yauyos,Colonia
Peru,Lima,Yauyos,Hongos
Peru,Lima,Yauyos,Huampara
Peru,Lima,Yauyos,Huancaya
Peru,Lima,Yauyos,Huangascar
Peru,Lima,Yauyos,Huantan
Peru,Lima,Yauyos,Huañec
Peru,Lima,Yauyos,Laraos
Peru,Lima,Yauyos,Lincha
Peru,Lima,Yauyos,Madean
Peru,Lima,Yauyos,Miraflores
Peru,Lima,Yauyos,Omas
Peru,Lima,Yauyos,Putinza
Peru,Lima,Yauyos,Quinches
Peru,Lima,Yauyos,Quinocay
Peru,Lima,Yauyos,San Joaquín
Peru,Lima,Yauyos,San Pedro de Pilas
Peru,Lima,Yauyos,Tanta
Peru,Lima,Yauyos,Tauripampa
Peru,Lima,Yauyos,Tomas
Peru,Lima,Yauyos,Tupe
Peru,Lima,Yauyos,Viñac
Peru,Lima,Yauyos,Vitis
Peru,Loreto,Maynas,Iquitos
Peru,Loreto,Maynas,Alto Nanay
Peru,Loreto,Maynas,Fernando Lores
Peru,Loreto,Maynas,Indiana
Peru,Loreto,Maynas,Las Amazonas
Peru,Loreto,Maynas,Mazan
Peru,Loreto,Maynas,Napo
Peru,Loreto,Maynas,Punchana
Peru,Loreto,Maynas,Torres Causana
Peru,Loreto,Maynas,Belén
Peru,Loreto,Maynas,San Juan Bautista
Peru,Loreto,Alto Amazonas,Yurimaguas
Peru,Loreto,Alto Amazonas,Balsapuerto
Peru,Loreto,Alto Amazonas,Jeberos
Peru,Loreto,Alto Amazonas,Lagunas
Peru,Loreto,Alto Amazonas,Santa Cruz
Peru,Loreto,Alto Amazonas,Teniente Cesar López Rojas
Peru,Loreto,Loreto,Nauta
Peru,Loreto,Loreto,Parinari
Peru,Loreto,Loreto,Tigre
Peru,Loreto,Loreto,Trompeteros
Peru,Loreto,Loreto,Urarinas
Peru,Loreto,Mariscal Ramón Castilla,Ramón Castilla
Peru,Loreto,Mariscal Ramón Castilla,Pebas
Peru,Loreto,Mariscal Ramón Castilla,Yavari
Peru,Loreto,Mariscal Ramón Castilla,San Pablo
Peru,Loreto,Requena,Requena
Peru,Loreto,Requena,Alto Tapiche
Peru,Loreto,Requena,Capelo
Peru,Loreto,Requena,Emilio San Martín
Peru,Loreto,Requena,Maquia
Peru,Loreto,Requena,Puinahua
Peru,Loreto,Requena,Saquena
Peru,Loreto,Requena,Soplin
Peru,Loreto,Requena,Tapiche
Peru,Loreto,Requena,Jenaro Herrera
Peru,Loreto,Requena,Yaquerana
Peru,Loreto,Ucayali,Contamana
Peru,Loreto,Ucayali,Inahuaya
Peru,Loreto,Ucayali,Padre Márquez
Peru,Loreto,Ucayali,Pampa Hermosa
Peru,Loreto,Ucayali,Sarayacu
Peru,Loreto,Ucayali,Vargas Guerra
Peru,Loreto,Datem del Marañón,Barranca
Peru,Loreto,Datem del Marañón,Cahuapanas
Peru,Loreto,Datem del Marañón,Manseriche
Peru,Loreto,Datem del Marañón,Morona
Peru,Loreto,Datem del Marañón,Pastaza
Peru,Loreto,Datem del Marañón,Andoas
Peru,Loreto,Putumayo,Putumayo
Peru,Loreto,Putumayo,Rosa Panduro
Peru,Loreto,Putumayo,Teniente Manuel Clavero
Peru,Loreto,Putumayo,Yaguas
Peru,Madre de Dios,Tambopata,Tambopata
Peru,Madre de Dios,Tambopata,Inambari
Peru,Madre de Dios,Tambopata,Las Piedras
Peru,Madre de Dios,Tambopata,Laberinto
Peru,Madre de Dios,Manu,Manu
Peru,Madre de Dios,Manu,Fitzcarrald
Peru,Madre de Dios,Manu,Madre de Dios
Peru,Madre de Dios,Manu,Huepetuhe
Peru,Madre de Dios,Tahuamanu,Iñapari
Peru,Madre de Dios,Tahuamanu,Iberia
Peru,Madre de Dios,Tahuamanu,Tahuamanu
Peru,Moquegua,Mariscal Nieto,Moquegua
Peru,Moquegua,Mariscal Nieto,Carumas
Peru,Moquegua,Mariscal Nieto,Cuchumbaya
Peru,Moquegua,Mariscal Nieto,Samegua
Peru,Moquegua,Mariscal Nieto,San Cristóbal
Peru,Moquegua,Mariscal Nieto,Torata
Peru,Moquegua,General Sánchez Cerro,Omate
Peru,Moquegua,General Sánchez Cerro,Chojata
Peru,Moquegua,General Sánchez Cerro,Coalaque
Peru,Moquegua,General Sánchez Cerro,Ichuña
Peru,Moquegua,General Sánchez Cerro,La Capilla
Peru,Moquegua,General Sánchez Cerro,Lloque
Peru,Moquegua,General Sánchez Cerro,Matalaque
Peru,Moquegua,General Sánchez Cerro,Puquina
Peru,Moquegua,General Sánchez Cerro,Quinistaquillas
Peru,Moquegua,General Sánchez Cerro,Ubinas
Peru,Moquegua,General Sánchez Cerro,Yunga
Peru,Moquegua,Ilo,Ilo
Peru,Moquegua,Ilo,El Algarrobal
Peru,Moquegua,Ilo,Pacocha
Peru,Pasco,Pasco,Chaupimarca
Peru,Pasco,Pasco,Huachon
Peru,Pasco,Pasco,Huariaca
Peru,Pasco,Pasco,Huayllay
Peru,Pasco,Pasco,Ninacaca
Peru,Pasco,Pasco,Pallanchacra
Peru,Pasco,Pasco,Paucartambo
Peru,Pasco,Pasco,San Francisco de Asís de Yarusyacan
Peru,Pasco,Pasco,Simon Bolívar
Peru,Pasco,Pasco,Ticlacayan
Peru,Pasco,Pasco,Tinyahuarco
Peru,Pasco,Pasco,Vicco
Peru,Pasco,Pasco,Yanacancha
Peru,Pasco,Daniel Alcides Carrión,Yanahuanca
Peru,Pasco,Daniel Alcides Carrión,Chacayan
Peru,Pasco,Daniel Alcides Carrión,Goyllarisquizga
Peru,Pasco,Daniel Alcides Carrión,Paucar
Peru,Pasco,Daniel Alcides Carrión,San Pedro de Pillao
Peru,Pasco,Daniel Alcides Carrión,Santa Ana de Tusi
Peru,Pasco,Daniel Alcides Carrión,Tapuc
Peru,Pasco,Daniel Alcides Carrión,Vilcabamba
Peru,Pasco,Oxapampa,Oxapampa
Peru,Pasco,Oxapampa,Chontabamba
Peru,Pasco,Oxapampa,Huancabamba
Peru,Pasco,Oxapampa,Palcazu
Peru,Pasco,Oxapampa,Pozuzo
Peru,Pasco,Oxapampa,Puerto Bermúdez
Peru,Pasco,Oxapampa,Villa Rica
Peru,Pasco,Oxapampa,Constitución
Peru,Piura,Piura,Piura
Peru,Piura,Piura,Castilla
Peru,Piura,Piura,Catacaos
Peru,Piura,Piura,Cura Mori
Peru,Piura,Piura,El Tallan
Peru,Piura,Piura,La Arena
Peru,Piura,Piura,La Unión
Peru,Piura,Piura,Las Lomas
Peru,Piura,Piura,Tambo Grande
Peru,Piura,Piura,Veintiseis de Octubre
Peru,Piura,Ayabaca,Ayabaca
Peru,Piura,Ayabaca,Frias
Peru,Piura,Ayabaca,Jilili
Peru,Piura,Ayabaca,Lagunas
Peru,Piura,Ayabaca,Montero
Peru,Piura,Ayabaca,Pacaipampa
Peru,Piura,Ayabaca,Paimas
Peru,Piura,Ayabaca,Sapillica
Peru,Piura,Ayabaca,Sicchez
Peru,Piura,Ayabaca,Suyo
Peru,Piura,Huancabamba,Huancabamba
Peru,Piura,Huancabamba,Canchaque
Peru,Piura,Huancabamba,El Carmen de la Frontera
Peru,Piura,Huancabamba,Huarmaca
Peru,Piura,Huancabamba,Lalaquiz
Peru,Piura,Huancabamba,San Miguel de El Faique
Peru,Piura,Huancabamba,Sondor
Peru,Piura,Huancabamba,Sondorillo
Peru,Piura,Morropón,Chulucanas
Peru,Piura,Morropón,Buenos Aires
Peru,Piura,Morropón,Chalaco
Peru,Piura,Morropón,La Matanza
Peru,Piura,Morropón,Morropon
Peru,Piura,Morropón,Salitral
Peru,Piura,Morropón,San Juan de Bigote
Peru,Piura,Morropón,Santa Catalina de Mossa
Peru,Piura,Morropón,Santo Domingo
Peru,Piura,Morropón,Yamango
Peru,Piura,Paita,Paita
Peru,Piura,Paita,Amotape
Peru,Piura,Paita,Arenal
Peru,Piura,Paita,Colan
Peru,Piura,Paita,La Huaca
Peru,Piura,Paita,Tamarindo
Peru,Piura,Paita,Vichayal
Peru,Piura,Sullana,Sullana
Peru,Piura,Sullana,Bellavista
Peru,Piura,Sullana,Ignacio Escudero
Peru,Piura,Sullana,Lancones
Peru,Piura,Sullana,Marcavelica
Peru,Piura,Sullana,Miguel Checa
Peru,Piura,Sullana,Querecotillo
Peru,Piura,Sullana,Salitral
Peru,Piura,Talara,Pariñas
Peru,Piura,Talara,El Alto
Peru,Piura,Talara,La Brea
Peru,Piura,Talara,Lobitos
Peru,Piura,Talara,Los Organos
Peru,Piura,Talara,Mancora
Peru,Piura,Sechura,Sechura
Peru,Piura,Sechura,Bellavista de la Unión
Peru,Piura,Sechura,Bernal
Peru,Piura,Sechura,Cristo Nos Valga
Peru,Piura,Sechura,Vice
Peru,Piura,Sechura,Rinconada Llicuar
Peru,Puno,Puno,Puno
Peru,Puno,Puno,Acora
Peru,Puno,Puno,Amantani
Peru,Puno,Puno,Atuncolla
Peru,Puno,Puno,Capachica
Peru,Puno,Puno,Chucuito
Peru,Puno,Puno,Coata
Peru,Puno,Puno,Huata
Peru,Puno,Puno,Mañazo
Peru,Puno,Puno,Paucarcolla
Peru,Puno,Puno,Pichacani
Peru,Puno,Puno,Plateria
Peru,Puno,Puno,San Antonio
Peru,Puno,Puno,Tiquillaca
Peru,Puno,Puno,Vilque
Peru,Puno,Azángaro,Azángaro
Peru,Puno,Azángaro,Achaya
Peru,Puno,Azángaro,Arapa
Peru,Puno,Azángaro,Asillo
Peru,Puno,Azángaro,Caminaca
Peru,Puno,Azángaro,Chupa
Peru,Puno,Azángaro,José Domingo Choquehuanca
Peru,Puno,Azángaro,Muñani
Peru,Puno,Azángaro,Potoni
Peru,Puno,Azángaro,Saman
Peru,Puno,Azángaro,San Anton
Peru,Puno,Azángaro,San José
Peru,Puno,Azángaro,San Juan de Salinas
Peru,Puno,Azángaro,Santiago de Pupuja
Peru,Puno,Azángaro,Tirapata
Peru,Puno,Carabaya,Macusani
Peru,Puno,Carabaya,Ajoyani
Peru,Puno,Carabaya,Ayapata
Peru,Puno,Carabaya,Coasa
Peru,Puno,Carabaya,Corani
Peru,Puno,Carabaya,Crucero
Peru,Puno,Carabaya,Ituata
Peru,Puno,Carabaya,Ollachea
Peru,Puno,Carabaya,San Gaban
Peru,Puno,Carabaya,Usicayos
Peru,Puno,Chucuito,Juli
Peru,Puno,Chucuito,Desaguadero
Peru,Puno,Chucuito,Huacullani
Peru,Puno,Chucuito,Kelluyo
Peru,Puno,Chucuito,Pisacoma
Peru,Puno,Chucuito,Pomata
Peru,Puno,Chucuito,Zepita
Peru,Puno,El Collao,Ilave
Peru,Puno,El Collao,Capazo
Peru,Puno,El Collao,Pilcuyo
Peru,Puno,El Collao,Santa Rosa
Peru,Puno,El Collao,Conduriri
Peru,Puno,Huancané,Huancane
Peru,Puno,Huancané,Cojata
Peru,Puno,Huancané,Huatasani
Peru,Puno,Huancané,Inchupalla
Peru,Puno,Huancané,Pusi
Peru,Puno,Huancané,Rosaspata
Peru,Puno,Huancané,Taraco
Peru,Puno,Huancané,Vilque Chico
Peru,Puno,Lampa,Lampa
Peru,Puno,Lampa,Cabanilla
Peru,Puno,Lampa,Calapuja
Peru,Puno,Lampa,Nicasio
Peru,Puno,Lampa,Ocuviri
Peru,Puno,Lampa,Palca
Peru,Puno,Lampa,Paratia
Peru,Puno,Lampa,Pucara
Peru,Puno,Lampa,Santa Lucia
Peru,Puno,Lampa,Vilavila
Peru,Puno,Melgar,Ayaviri
Peru,Puno,Melgar,Antauta
Peru,Puno,Melgar,Cupi
Peru,Puno,Melgar,Llalli
Peru,Puno,Melgar,Macari
Peru,Puno,Melgar,Nuñoa
Peru,Puno,Melgar,Orurillo
Peru,Puno,Melgar,Santa Rosa
Peru,Puno,Melgar,Umachiri
Peru,Puno,Moho,Moho
Peru,Puno,Moho,Conima
Peru,Puno,Moho,Huayrapata
Peru,Puno,Moho,Tilali
Peru,Puno,San Antonio de Putina,Putina
Peru,Puno,San Antonio de Putina,Ananea
Peru,Puno,San Antonio de Putina,Pedro Vilca Apaza
Peru,Puno,San Antonio de Putina,Quilcapuncu
Peru,Puno,San Antonio de Putina,Sina
Peru,Puno,San Román,Juliaca
Peru,Puno,San Román,Cabana
Peru,Puno,San Román,Cabanillas
Peru,Puno,San Román,Caracoto
Peru,Puno,San Román,San Miguel
Peru,Puno,Sandia,Sandia
Peru,Puno,Sandia,Cuyocuyo
Peru,Puno,Sandia,Limbani
Peru,Puno,Sandia,Patambuco
Peru,Puno,Sandia,Phara
Peru,Puno,Sandia,Quiaca
Peru,Puno,Sandia,San Juan del Oro
Peru,Puno,Sandia,Yanahuaya
Peru,Puno,Sandia,Alto Inambari
Peru,Puno,Sandia,San Pedro de Putina Punco
Peru,Puno,Yunguyo,Yunguyo
